Login,Contributions,URL,Type,Site Admin,Account Age (days),Total PRs Submitted,Total PRs Merged,Total Issues Opened,Total Repositories Contributed To,Followers,Stars Received,Is Member of Organization
fayak,3,https://github.com/fayak,User,False,3638,30,19,30,21,37,23,False
ac000,3,https://github.com/ac000,User,False,5823,30,30,30,30,34,28,False
justin8,3,https://github.com/justin8,User,False,4956,30,30,30,30,25,23,False
hexchain,3,https://github.com/hexchain,User,False,5173,30,30,30,30,151,0,False
aberaud,3,https://github.com/aberaud,User,False,5705,30,30,30,29,42,26,False
apardyl,3,https://github.com/apardyl,User,False,3726,30,30,30,30,28,12,False
powerman,3,https://github.com/powerman,User,False,4777,30,30,30,30,195,388,False
archis-polyverse,3,https://github.com/archis-polyverse,User,False,1236,1,0,1,0,0,0,False
Hermsi1337,3,https://github.com/Hermsi1337,User,False,3307,30,30,30,23,54,280,False
nekkabcire,3,https://github.com/nekkabcire,User,False,2298,5,4,0,3,0,1,False
cherouvim,3,https://github.com/cherouvim,User,False,5051,30,30,30,30,77,1,False
vsc55,3,https://github.com/vsc55,User,False,3498,30,30,30,30,9,7,False
jeffwillette,3,https://github.com/jeffwillette,User,False,3765,30,30,30,30,18,256,False
kmlucy,3,https://github.com/kmlucy,User,False,3464,28,26,30,30,2,77,False
lfdominguez,3,https://github.com/lfdominguez,User,False,4154,30,18,30,30,40,19,False
frei-style,3,https://github.com/frei-style,User,False,4373,7,6,1,6,8,17,False
MeganBishopMoore,3,https://github.com/MeganBishopMoore,User,False,3875,2,2,0,0,0,0,False
nielsAD,3,https://github.com/nielsAD,User,False,5139,30,30,30,17,77,378,False
iorvd,3,https://github.com/iorvd,User,False,1201,16,15,3,4,1,0,False
witalisoft,2,https://github.com/witalisoft,User,False,3421,30,30,8,27,6,5,False
xuefer,2,https://github.com/xuefer,User,False,4661,30,18,30,30,32,19,False
dpsy4,2,https://github.com/dpsy4,User,False,3663,3,2,2,1,0,0,False
elelayan,2,https://github.com/elelayan,User,False,3055,15,11,16,15,0,0,False
elfgoh,2,https://github.com/elfgoh,User,False,5200,30,30,30,20,16,2,False
jlbriston,2,https://github.com/jlbriston,User,False,1976,7,5,2,2,0,0,False
kkzhsh,2,https://github.com/kkzhsh,User,False,1347,19,5,0,17,1,0,False
lokerhp,2,https://github.com/lokerhp,User,False,2292,28,19,8,30,31,5,False
octomike,2,https://github.com/octomike,User,False,4128,30,30,30,30,17,4,False
ghanapunq,2,https://github.com/ghanapunq,User,False,2694,3,2,0,4,0,0,False
tinyhammers,2,https://github.com/tinyhammers,User,False,4983,4,3,14,8,2,0,False
Nani-o,2,https://github.com/Nani-o,User,False,2908,14,12,14,30,13,6,False
slavaGanzin,2,https://github.com/slavaGanzin,User,False,4920,30,30,30,30,44,163,False
