Login,Contributions,URL,Type,Site Admin,Account Age (days),Total PRs Submitted,Total PRs Merged,Total Issues Opened,Total Repositories Contributed To,Followers,Stars Received,Is Member of Organization
julian-st,1,https://github.com/julian-st,User,False,2733,30,30,6,15,20,2,False
opyate,1,https://github.com/opyate,User,False,5722,30,30,30,30,40,13,False
joybh98,1,https://github.com/joybh98,User,False,2574,30,17,10,26,7,1,False
jojje,1,https://github.com/jojje,User,False,5614,30,23,24,30,10,59,False
darakian,1,https://github.com/darakian,User,True,4384,30,30,30,30,120,480,False
jsma,1,https://github.com/jsma,User,False,5999,30,30,30,12,22,0,False
johndela1,1,https://github.com/johndela1,User,False,4582,5,1,0,25,3,0,False
jc0n,1,https://github.com/jc0n,User,False,5240,25,19,30,18,23,22,False
jbampton,1,https://github.com/jbampton,User,False,5255,30,30,30,30,364,2,False
jidicula,1,https://github.com/jidicula,User,True,3544,30,30,30,30,74,128,False
sejo,1,https://github.com/sejo,User,False,5556,24,15,11,16,14,5,False
Jeffallan,1,https://github.com/Jeffallan,User,False,3018,30,30,30,25,18,18,False
JeffPaine,1,https://github.com/JeffPaine,User,False,4811,30,30,30,16,70,723,False
jeesang7,1,https://github.com/jeesang7,User,False,2753,30,30,17,30,11,4,False
jaympatel,1,https://github.com/jaympatel,User,False,3743,7,5,2,27,5,2,False
jsyeo,1,https://github.com/jsyeo,User,False,4889,30,30,30,30,115,4,False
jpmckinney,1,https://github.com/jpmckinney,User,False,5987,30,30,30,30,349,236,False
jmherbst,1,https://github.com/jmherbst,User,False,5246,30,30,10,30,13,0,False
euphoris,1,https://github.com/euphoris,User,False,4996,17,15,5,30,25,9,False
revolter,1,https://github.com/revolter,User,False,4135,30,30,30,30,146,0,False
ionut-ciubotariu,1,https://github.com/ionut-ciubotariu,User,False,3789,2,2,0,5,1,0,False
coagulant,1,https://github.com/coagulant,User,False,5266,30,30,30,30,72,78,False
eltociear,1,https://github.com/eltociear,User,False,3056,0,0,0,30,0,17,False
hobson,1,https://github.com/hobson,User,False,5375,30,30,30,30,147,39,False
devfox-se,1,https://github.com/devfox-se,User,False,2159,30,30,30,3,2,0,False
duketemon,1,https://github.com/duketemon,User,False,2903,17,16,14,13,5,51,False
antonio-gor,1,https://github.com/antonio-gor,User,False,2949,1,1,0,13,1,2,False
AngelikiBoura,1,https://github.com/AngelikiBoura,User,False,1574,3,3,0,6,4,0,False
Andy-W-Developer,1,https://github.com/Andy-W-Developer,User,False,698,21,19,6,5,0,0,False
mjh-sakh,1,https://github.com/mjh-sakh,User,False,2166,30,30,30,21,7,2,False
Scorpil,1,https://github.com/Scorpil,User,False,5563,30,30,14,30,25,55,False
radarhere,1,https://github.com/radarhere,User,False,4438,30,30,30,30,92,3,False
AndrewADev,1,https://github.com/AndrewADev,User,False,4460,30,30,19,30,5,2,False
andreip,1,https://github.com/andreip,User,False,5061,30,22,30,30,44,9,False
korigod,1,https://github.com/korigod,User,False,3120,30,30,14,30,14,1,False
aandrukhovich,1,https://github.com/aandrukhovich,User,False,3495,12,11,2,7,2,0,False
andersoncarlosfs,1,https://github.com/andersoncarlosfs,User,False,3033,29,21,3,30,5,4,False
ananana,1,https://github.com/ananana,User,False,4811,7,4,2,29,35,32,False
amardeep24,1,https://github.com/amardeep24,User,False,3298,19,14,7,30,8,18,False
allyjweir,1,https://github.com/allyjweir,User,True,4380,30,30,30,30,19,8,False
VolVox99,1,https://github.com/VolVox99,User,False,1673,15,10,2,24,18,11,False
alexey-senexx,1,https://github.com/alexey-senexx,User,False,3729,0,0,0,2,0,0,False
akhillb,1,https://github.com/akhillb,User,False,4122,23,15,2,25,16,1,False
aivarsk,1,https://github.com/aivarsk,User,False,5701,14,6,13,30,77,37,False
itsAftabAlam,1,https://github.com/itsAftabAlam,User,False,1287,30,30,27,30,3,0,False
adnan-awan,1,https://github.com/adnan-awan,User,False,3853,5,4,2,7,1,0,False
firegolem,1,https://github.com/firegolem,User,False,4016,3,2,0,11,0,0,False
aditi137,1,https://github.com/aditi137,User,False,3414,13,5,4,13,2,1,False
adamdonahue,1,https://github.com/adamdonahue,User,False,4529,23,9,30,30,3,5,False
Abinashbunty,1,https://github.com/Abinashbunty,User,False,2935,30,30,30,30,21,0,False
Prime-5,1,https://github.com/Prime-5,User,False,2596,12,11,3,24,0,3,False
Sync271,1,https://github.com/Sync271,User,False,1703,30,30,13,30,7,0,False
medic-code,1,https://github.com/medic-code,User,False,1856,30,30,30,30,13,1,False
ajw0100,1,https://github.com/ajw0100,User,False,4610,11,9,4,0,4,0,False
abitha-thankaraj,1,https://github.com/abitha-thankaraj,User,False,3246,6,6,0,11,16,6,False
dveselov,1,https://github.com/dveselov,User,False,3699,30,30,30,28,81,580,False
dalleng,1,https://github.com/dalleng,User,False,4545,27,26,7,30,63,11,False
dianakhuang,1,https://github.com/dianakhuang,User,False,4458,30,30,30,10,18,7,False
dsandeep0138,1,https://github.com/dsandeep0138,User,False,4356,14,10,1,30,12,10,False
dschaller,1,https://github.com/dschaller,User,False,4924,30,30,30,30,54,0,False
DeflateAwning,1,https://github.com/DeflateAwning,User,False,3654,30,30,30,30,15,6,False
dchentech,1,https://github.com/dchentech,User,False,6016,30,26,5,30,166,20,False
CloCkWeRX,1,https://github.com/CloCkWeRX,User,False,5298,30,30,30,30,90,5,False
dekimsey,1,https://github.com/dekimsey,User,False,5739,30,30,30,30,25,3,False
d00399830,1,https://github.com/d00399830,User,False,1777,2,2,1,8,1,0,False
cconrad,1,https://github.com/cconrad,User,False,5135,30,29,30,13,10,22,False
chuanjin,1,https://github.com/chuanjin,User,False,4326,30,30,0,30,248,35,False
chripede,1,https://github.com/chripede,User,False,5264,30,30,30,15,15,19,False
christilden,1,https://github.com/christilden,User,False,4998,14,7,11,16,0,24,False
chris-pws,1,https://github.com/chris-pws,User,False,4467,3,3,1,30,5,3,False
Chenwei-Niu,1,https://github.com/Chenwei-Niu,User,False,1807,2,1,1,19,1,2,False
cash,1,https://github.com/cash,User,False,5487,30,30,30,30,168,31,False
cankupeli,1,https://github.com/cankupeli,User,False,1546,1,1,1,5,4,0,False
clchen28,1,https://github.com/clchen28,User,False,3911,28,23,30,24,16,10,False
burakcank,1,https://github.com/burakcank,User,False,3001,9,5,3,3,6,0,False
bcrowe,1,https://github.com/bcrowe,User,False,5045,30,30,12,30,190,75,False
breno,1,https://github.com/breno,User,False,5646,11,11,1,9,63,3,False
PendalF89,1,https://github.com/PendalF89,User,False,4197,13,7,11,30,34,162,False
Bhavesh0327,1,https://github.com/Bhavesh0327,User,False,2583,21,15,2,30,126,16,False
boogheta,1,https://github.com/boogheta,User,False,4638,30,30,30,30,92,70,False
beng-hee-eu,1,https://github.com/beng-hee-eu,User,False,1061,0,0,0,0,0,0,False
houbaron,1,https://github.com/houbaron,User,False,3409,30,30,16,3,38,4,False
bloodforcream,1,https://github.com/bloodforcream,User,False,2081,4,4,4,0,5,0,False
atul-g,1,https://github.com/atul-g,User,False,2401,6,5,0,29,35,85,False
aprasanna,1,https://github.com/aprasanna,User,False,4882,12,9,0,10,0,0,False
arvindch,1,https://github.com/arvindch,User,False,1761,0,0,0,0,0,0,False
