PR ID,PR Author,Title,State,Created At,Merged At,Closed At,Labels,Base Branch,Head Branch,Files Changed,Lines Added,Lines Deleted,Commits,Comments,Review Comments,Reviewers,Review States,Draft Status,Linked Issues,Repository ID,"Repository Size (Stars, Forks, Contributors, Commits)","Repository Activity (Commits, PRs, Issues)","Project Phase (Before Major Release, After Major Release, Active Phase)"
2336740099,malfet,Skip unsupported types by MPS in `test_torchinductor.py`,closed,2025-02-14T17:26:58Z,,2025-02-16T10:15:55Z,"Merged, topic: not user facing, ciflow/mps, module: inductor, ciflow/inductor",gh/malfet/187/base,gh/malfet/187/head,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2336584702,danzimm,[torch] Make amdsmi cdll hook private,closed,2025-02-14T16:23:56Z,,2025-02-14T20:30:51Z,"module: cuda, fb-exported, Merged, ciflow/trunk, release notes: cuda",main,export-D69665234,,,,,,,"eqy, syed-ahmed",,False,,65600975,"86941, 23377, None, None"
2336529103,malfet,[MPSInductor] Adjust check_bounds,open,2025-02-14T16:02:51Z,,,"topic: not user facing, ciflow/mps, module: inductor, ciflow/inductor",gh/malfet/186/base,gh/malfet/186/head,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2336468202,hl475,DO NOT REVIEW,open,2025-02-14T15:43:04Z,,,"fb-exported, ciflow/trunk, module: inductor, ciflow/inductor",main,export-D69642211,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2336430502,riccardofelluga,Fix rms_norm in fp16/bf16,open,2025-02-14T15:29:39Z,,,"open source, topic: not user facing",main,rms-cast,,,,,,,eqy,,False,,65600975,"86941, 23377, None, None"
2336305148,desertfire,[inductor][refactor] Move _compile_file to cpp_builder,closed,2025-02-14T14:29:27Z,,2025-02-14T21:02:33Z,"fb-exported, Merged, ciflow/trunk, topic: not user facing, module: inductor, ciflow/inductor",main,export-D69595327,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2335709954,leslie-fang-intel,[Inductor] Fix Inplace Buffer inner name conflict,closed,2025-02-14T10:01:17Z,,2025-02-15T08:31:08Z,"open source, Merged, ciflow/trunk, topic: not user facing, module: inductor, ciflow/inductor",gh/leslie-fang-intel/183/base,gh/leslie-fang-intel/183/head,,,,,,,jgong5,,False,,65600975,"86941, 23377, None, None"
2335622456,zqwenn,add PrivateUse1 backend in fsdp collecitves,closed,2025-02-14T09:22:15Z,,2025-02-15T07:18:27Z,"oncall: distributed, open source, release notes: distributed (fsdp)",main,main,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2335591153,FFFrog,Unify all sympy versions to avoid conflicts within PyTorch,open,2025-02-14T09:08:33Z,,,"open source, ciflow/trunk, topic: not user facing, ciflow/inductor",gh/fffrog/41/base,gh/fffrog/41/head,,,,,,,jeffdaily,,False,,65600975,"86941, 23377, None, None"
2335541775,jianan-gu,[Draft][Inductor][CPP] Adopt block sparse for FlexAttention CPU ,open,2025-02-14T08:42:48Z,,,"open source, module: inductor",main,block_sparse_cpu,,,,,,,,,True,,65600975,"86941, 23377, None, None"
2335506034,briancoutinho,update kineto submodule to include fix for windows build,closed,2025-02-14T08:23:40Z,,2025-02-15T01:53:18Z,"Merged, ciflow/trunk, topic: not user facing",main,update_kineto_0214,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2335492603,sandeepgupta12,Add ppc64le wheel build support,open,2025-02-14T08:15:55Z,,,"open source, topic: not user facing",main,ppc64le-ci-wheel-build-v1,,,,,,,"jeffdaily, AlekseiNikiforovIBM, malfet",,False,,65600975,"86941, 23377, None, None"
2335467525,kundaMwiza,[inductor][triton] Ignore block ptr advances for removed buffers,open,2025-02-14T07:59:25Z,,,"open source, topic: not user facing, module: inductor",main,mwizak/ignore-block-ptr-advancements-for-removed-buffers,,,,,,,Skylion007,,False,,65600975,"86941, 23377, None, None"
2335442807,zeshengzong,Add Torch Logs for ir_pre_fusion and ir_post_fusion,open,2025-02-14T07:43:20Z,,,"open source, module: inductor",main,opt/log/inductor,,,,,,,,,True,,65600975,"86941, 23377, None, None"
2335435563,DDEle,[Inductor] Add input value checking to randint meta function,open,2025-02-14T07:38:25Z,,,"open source, topic: not user facing",main,inductor-randint-input-check,,,,,,,malfet,,False,,65600975,"86941, 23377, None, None"
2335394608,sandeepgupta12,Wheel v1,closed,2025-02-14T07:10:11Z,,2025-02-14T07:11:23Z,topic: not user facing,main,wheel-v1,,,,,,,jeffdaily,,False,,65600975,"86941, 23377, None, None"
2335359168,coufon,[StaticRuntime] Support a new pattern (aten::to with 5 inputs) for ClipRangesToGatherToOffsets,closed,2025-02-14T06:46:01Z,,2025-02-16T22:16:05Z,"oncall: jit, fb-exported, Merged, ciflow/trunk, release notes: jit",main,export-D69627793,,,,,,,,,False,,65600975,"86941, 23377, None, None"
2335343657,FFFrog,Fix torch.mean out dtype check,open,2025-02-14T06:33:59Z,,,"open source, topic: not user facing",gh/fffrog/40/base,gh/fffrog/40/head,,,,,,,malfet,,False,,65600975,"86941, 23377, None, None"
