Login,Contributions,URL,Type,Site Admin,Account Age (days),Total PRs Submitted,Total PRs Merged,Total Issues Opened,Total Repositories Contributed To,Followers,Stars Received,Is Member of Organization
renatocfrancisco,2,https://github.com/renatocfrancisco,User,False,1958,30,30,30,30,30,6,False
CleanCut,2,https://github.com/CleanCut,User,True,4125,30,30,30,30,1019,1107,False
mirceaulinic,2,https://github.com/mirceaulinic,User,False,3322,30,30,30,30,313,20,False
xatier,2,https://github.com/xatier,User,False,4614,30,30,30,30,188,18,False
webus,2,https://github.com/webus,User,False,5411,11,7,15,30,19,7,False
samoturk,2,https://github.com/samoturk,User,False,4396,19,18,22,17,113,328,False
muffl0n,2,https://github.com/muffl0n,User,False,4961,0,30,30,30,10,4,False
msund,2,https://github.com/msund,User,False,4232,14,10,4,30,49,4,False
liuyix,2,https://github.com/liuyix,User,False,5082,10,6,20,30,22,4,False
koreissm,2,https://github.com/koreissm,User,False,3496,7,5,0,30,13,22,False
iacopy,2,https://github.com/iacopy,User,False,4258,30,30,30,8,6,14,False
gruns,2,https://github.com/gruns,User,False,4908,30,30,30,30,396,2666,False
filinpavel,2,https://github.com/filinpavel,User,False,4491,30,30,1,17,66,23,False
ctolib,2,https://github.com/ctolib,User,False,3190,14,7,10,30,274,12,False
conder13,2,https://github.com/conder13,User,False,1301,2,1,0,12,6,2,False
yanchick,2,https://github.com/yanchick,User,False,4295,9,2,8,30,44,20,False
ouiliame,2,https://github.com/ouiliame,User,False,4931,30,0,0,30,154,17,False
widnyana,2,https://github.com/widnyana,User,False,4956,0,0,14,30,165,61,False
VaishnaviMudaliar,2,https://github.com/VaishnaviMudaliar,User,False,1671,28,14,6,30,22,5,False
yomguy,2,https://github.com/yomguy,User,False,5614,29,20,30,30,112,152,False
grantjenks,2,https://github.com/grantjenks,User,False,5657,30,30,30,30,569,4059,False
orsinium,2,https://github.com/orsinium,User,False,3753,30,30,30,8,328,87,False
geonu,2,https://github.com/geonu,User,False,4341,30,30,6,30,75,0,False
filipefilardi,2,https://github.com/filipefilardi,User,False,3960,30,30,10,30,66,39,False
neuman,2,https://github.com/neuman,User,False,4985,19,18,28,30,46,105,False
emijrp,2,https://github.com/emijrp,User,False,5254,30,30,30,30,127,3084,False
dvro,2,https://github.com/dvro,User,False,5186,30,30,11,19,75,41,False
DavidJFelix,2,https://github.com/DavidJFelix,User,False,5403,30,30,30,14,120,17,False
dbader,2,https://github.com/dbader,User,False,5360,30,30,30,30,3409,556,False
effigies,2,https://github.com/effigies,User,False,5760,30,30,30,30,221,152,False
rochacbruno,2,https://github.com/rochacbruno,User,False,5225,30,30,30,30,4439,66,False
norweeg,2,https://github.com/norweeg,User,False,4109,27,10,30,26,14,287,False
Ayrx,2,https://github.com/Ayrx,User,False,4607,30,30,30,30,221,263,False
attila0x2A,2,https://github.com/attila0x2A,User,False,4346,30,28,30,29,20,5,False
abhi18av,2,https://github.com/abhi18av,User,False,3542,30,30,30,30,245,25,False
R055A,2,https://github.com/R055A,User,False,3422,0,0,0,4,0,26,False
Atharva1723,2,https://github.com/Atharva1723,User,False,1318,30,30,29,30,26,0,False
akash0x53,2,https://github.com/akash0x53,User,False,4607,30,0,0,30,74,2,False
alanhamlett,2,https://github.com/alanhamlett,User,False,5179,30,30,30,30,5086,120,False
markusschanta,2,https://github.com/markusschanta,User,False,5410,30,30,21,28,103,4211,False
mfin,2,https://github.com/mfin,User,False,5145,29,28,14,11,23,109,False
mgill25,2,https://github.com/mgill25,User,False,4789,18,14,13,30,103,18,False
onemouth,2,https://github.com/onemouth,User,False,4762,17,11,4,20,29,27,False
shvechikov,2,https://github.com/shvechikov,User,False,6104,30,26,14,30,37,4,False
mjhea0,2,https://github.com/mjhea0,User,False,4594,30,30,30,30,2809,10887,False
leotada,2,https://github.com/leotada,User,False,4891,27,22,30,30,100,42,False
keitheis,2,https://github.com/keitheis,User,False,5447,30,30,30,30,130,48,False
jhautefeuille,2,https://github.com/jhautefeuille,User,False,4286,3,3,30,21,160,40,False
joamag,2,https://github.com/joamag,User,False,5994,0,0,0,30,130,701,False
hjupadhyay,2,https://github.com/hjupadhyay,User,False,5464,1,1,0,6,5,2,False
lepture,2,https://github.com/lepture,User,False,5378,30,30,30,30,8735,5933,False
ionelmc,2,https://github.com/ionelmc,User,False,5628,30,30,30,30,487,1336,False
rerpha,2,https://github.com/rerpha,User,False,3434,30,30,30,30,9,0,False
jnmclarty,2,https://github.com/jnmclarty,User,False,4098,30,30,30,30,59,16,False
hoffstadt,2,https://github.com/hoffstadt,User,False,2448,30,30,30,6,335,13857,False
jonmhong,2,https://github.com/jonmhong,User,False,3514,24,17,7,30,9,0,False
JoseRoman,2,https://github.com/JoseRoman,User,False,4317,26,18,30,25,39,3,False
josephmancuso,2,https://github.com/josephmancuso,User,False,3156,30,30,30,30,139,18,False
harlowja,2,https://github.com/harlowja,User,False,4940,30,30,30,30,117,2,False
norbinsh,1,https://github.com/norbinsh,User,False,3547,0,0,0,30,13,1,False
seth-stansberry,1,https://github.com/seth-stansberry,User,False,3457,13,10,8,30,15,9,False
ss18,1,https://github.com/ss18,User,False,5005,30,30,11,30,119,22,False
satwikkansal,1,https://github.com/satwikkansal,User,False,3715,30,30,30,30,1200,43,False
satanowski,1,https://github.com/satanowski,User,False,5785,10,7,10,22,18,11,False
huangsam,1,https://github.com/huangsam,User,False,5184,30,30,30,30,270,48,False
salilnavgire,1,https://github.com/salilnavgire,User,False,4378,4,2,5,30,22,61,False
amureki,1,https://github.com/amureki,User,False,5112,30,30,30,30,135,139,False
pennersr,1,https://github.com/pennersr,User,False,5486,30,30,30,30,620,10448,False
hofrob,1,https://github.com/hofrob,User,False,4902,19,15,30,11,8,6,False
kimiamania,1,https://github.com/kimiamania,User,False,4491,5,5,2,30,25,15,False
reubano,1,https://github.com/reubano,User,False,5563,0,0,0,30,205,234,False
look4regev,1,https://github.com/look4regev,User,False,4343,30,30,30,30,40,8,False
fengsp,1,https://github.com/fengsp,User,False,4455,28,15,28,30,321,1831,False
shivam5992,1,https://github.com/shivam5992,User,False,4311,21,16,10,30,652,75,False
shlomif,1,https://github.com/shlomif,User,False,6182,30,30,30,30,381,23,False
chmodsss,1,https://github.com/chmodsss,User,False,4176,30,19,22,30,24,22,False
sojin,1,https://github.com/sojin,User,False,5222,21,13,10,30,22,2,False
StanBright,1,https://github.com/StanBright,User,False,5905,30,21,30,29,48,3,False
sfermigier,1,https://github.com/sfermigier,User,False,5399,30,30,30,30,97,3229,False
stephenmcd,1,https://github.com/stephenmcd,User,False,5662,30,30,30,30,1359,3575,False
StevenPG,1,https://github.com/StevenPG,User,False,3895,30,30,30,30,15,6,False
thewhitetulip,1,https://github.com/thewhitetulip,User,False,4071,30,30,30,30,234,1612,False
ki4070ma,1,https://github.com/ki4070ma,User,False,4718,30,30,30,30,19,1,False
neilsh,1,https://github.com/neilsh,User,False,5864,30,30,11,30,36,6,False
