PR ID,Title,State,Created At,Merged At,Closed At,Labels,Base Branch,Head Branch,Files Changed,Lines Added,Lines Deleted,Commits,Comments,Review Comments,Reviewers,Review States,Draft Status,Linked Issues,Repository ID,"Repository Size (Stars, Forks, Contributors, Commits)","Repository Activity (Commits, PRs, Issues)","Project Phase (Before Major Release, After Major Release, Active Phase)"
392467713,add dynamic-conf under configuration section,open,2020-03-23T15:47:36Z,,,,master,master,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
389426865,Updates README.md,open,2020-03-16T18:32:24Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
387472800,Add micropipenv,open,2020-03-12T21:07:11Z,,,,master,micropipenv,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
385336056,added udemy-dl to Downloader section,open,2020-03-09T00:44:29Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
385130552,Migrate from Travis CI to GitHub Actions for site deployment,open,2020-03-07T10:25:31Z,,,,master,github-actions,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
383031429,Add django-google-optimize,open,2020-03-03T15:54:12Z,,,,master,add-django-google-optimize,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
381334490,:tada: Initial commit. (piny - yaml config library),open,2020-02-28T11:09:27Z,,,,master,feature/add_piny_to_configuration,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
380952835,Add py_cui and pyautogit projects,open,2020-02-27T16:39:26Z,,,,master,master,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
374469565,Add ezpy/deadsnakes,open,2020-02-12T18:48:39Z,,,,master,patch-5,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
374459645,Add sphinx-click and click-man,open,2020-02-12T18:25:08Z,,,,master,patch-3,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
369939770,Add Synapses to Deep Learning section,open,2020-02-01T21:06:25Z,,,,master,master,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
365001819,Add SEAPIE,open,2020-01-20T21:04:21Z,,,,master,master,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
364955845,Added Build passing and Code coverage ,open,2020-01-20T18:21:16Z,,,,master,master,,,,,,,vinta,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
362559283,add sourcery to refactoring section,open,2020-01-14T10:30:44Z,,,,master,add-sourcery,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
361748892,Add python-jsonstore,open,2020-01-11T17:32:56Z,,,,master,add-python-jsonstore,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
360789079,Add Datapad Project,open,2020-01-09T06:10:11Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
357545443,Added PyIDM,open,2019-12-28T16:40:39Z,,,,master,master,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
356000452,Added nosqlmodels,open,2019-12-21T13:21:33Z,,,,master,master,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
352211886,Added Buildbot,open,2019-12-12T03:15:51Z,,,,master,awesome/cicd-buildbot,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
350677831,add Quart web microframework,open,2019-12-09T12:04:27Z,,,,master,patch-2,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
347509306,Add PyInquirer,open,2019-12-02T08:59:05Z,,,,master,feature/PyInquirer,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
347369921,Add pconf,open,2019-12-01T20:55:49Z,,,,master,master,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
344881022,Update README.md,open,2019-11-24T07:27:32Z,,,,master,patch-1,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
344299643,Added TextBlob to NLP category.,open,2019-11-22T00:43:47Z,,,,master,add-textblob,,,,,,,,,False,,21289110,"234171, 25290, None, None","30, 30, 30","None, None, False"
